flight,average delay
6E233,-0.35735735735735735
6E234,-2.0928270042194095
6E235,-0.345707656612529
6E236,0.43023255813953487
6E237,-1.1440251572327045
6E238,-1.5836477987421385
6E241,-1.0849858356940512
6E242,-1.3903133903133904
6E244,-0.11407766990291263
6E245,-3.456255879586077
6E246,-0.29591836734693877
6E247,-0.14416475972540044
6E248,-19.475949367088607
6E249,-0.07916666666666666
6E251,0.6720554272517322
6E252,0.19253438113948917
6E254,0.7614678899082569
6E256,0.2925925925925926
6E257,0.7563025210084034
6E259,139.0748299319728
6E261,-0.18778280542986428
6E262,0.027149321266968326
6E263,-2.651771956856703
6E264,0.38226527570789864
6E265,-0.6380510440835268
6E266,-0.4393203883495146
6E267,-2.238095238095238
6E269,-0.3649122807017544
6E271,-0.8329177057356608
6E272,-0.42487046632124353
6E273,0.09002433090024331
6E274,-0.14146341463414636
6E275,0.25736568457538994
6E276,0.0023809523809523807
6E277,-6.144021739130435
6E278,-1.110344827586207
6E279,-0.27586206896551724
6E281,0.6931818181818182
6E282,-0.11736526946107785
6E283,-0.4794871794871795
6E286,0.002242152466367713
6E287,0.04659949622166247
6E288,0.2105263157894737
6E289,1.181184668989547
6E291,0.26999999999999996
6E292,0.2008086253369272
6E294,-0.5017793594306049
6E295,-1.3788968824940047
6E297,0.0273972602739726
6E298,0.29418472063854045
6E302,0.8431876606683805
6E303,-0.4573002754820937
6E304,0.06493506493506493
6E305,8.833836858006041
6E306,1.1400894187779433
6E307,-0.12021857923497267
6E308,-1.1083333333333334
6E311,0.34320987654320984
6E312,-0.4484848484848485
6E313,-1.5009276437847867
6E314,-0.5787781350482315
6E315,-0.21090473337327742
6E316,-1.092216582064298
6E317,-0.32180851063829785
6E318,-0.633177570093458
6E321,-0.01734820322180917
6E323,0.10169491525423728
6E324,-0.06666666666666667
6E326,0.42761692650334077
6E327,0.14285714285714285
6E328,-0.30909090909090914
6E329,-0.011013215859030838
6E332,0.4045977011494253
6E334,-0.16261398176291794
6E336,0.16876574307304787
6E337,-0.9311594202898551
6E338,-0.3569482288828338
6E339,1.653708133971292
6E342,-4.2837962962962965
6E343,-1.5816091954022988
6E344,0.5592105263157895
6E345,0.06901408450704224
6E346,-0.1118421052631579
6E347,-0.5714285714285714
6E348,-0.43478260869565216
6E349,1.277777777777778
6E351,-1.2727272727272727
6E352,-0.8393939393939395
6E353,0.949874686716792
6E354,-0.29797979797979796
6E355,-11.25233644859813
6E356,-0.2648401826484018
6E357,-0.3441108545034642
6E358,0.2607944732297064
6E359,0.5867418899858957
6E361,0.7667071688942891
6E362,-4.111111111111111
6E363,-1.4548872180451127
6E366,-0.1839622641509434
6E367,-0.7167868177136972
6E369,0.3593073593073593
6E371,-0.5454545454545454
6E373,-0.08666666666666667
6E374,0.0064516129032258064
6E375,-0.4949494949494949
6E377,0.31724137931034485
6E379,-0.3869047619047619
6E381,-1.2841666666666667
6E383,-2.0429732868757258
6E384,-2.8178807947019866
6E385,17.0
6E386,0.0948509485094851
6E387,0.46134020618556704
6E389,-0.2605548854041013
6E391,-0.40232558139534885
6E393,-1.1194029850746268
6E394,0.06166666666666667
6E395,0.6
6E396,-6.141203703703704
6E397,-2.0
6E398,1.1635135135135135
6E399,-0.008888888888888889
6E401,-0.45111111111111113
6E402,0.44779582366589327
6E403,1.6583333333333334
6E404,-1.6841121495327103
6E407,0.3555276381909548
6E408,-0.9451073985680192
6E411,-0.28518518518518515
6E412,-4.416091954022988
6E413,0.09733333333333333
6E414,-0.17555555555555555
6E415,0.5094339622641509
6E416,-1.9555555555555555
6E417,0.76
6E418,0.47058823529411764
6E419,-0.25526315789473686
6E421,-0.34108527131782945
6E423,1.3676880222841226
6E424,0.029411764705882353
6E425,0.08812260536398468
6E426,0.1261904761904762
6E428,-0.37443946188340804
6E429,-0.3776223776223776
6E432,-2.2025641025641027
6E433,0.008064516129032258
6E436,0.8566037735849057
6E438,0.12068965517241378
6E439,-0.425
6E441,-6.412568306010929
6E442,-3.262987012987013
6E443,0.6479750778816199
6E456,-0.25396825396825395
6E457,0.21151832460732983
6E458,0.6666666666666666
6E459,-2.6644444444444444
6E461,-0.43373493975903615
6E463,1.3861154446177848
6E464,1.4574209245742091
6E466,0.2621184919210054
6E468,1.1952277657266812
6E469,0.16752577319587628
6E474,-0.4641025641025641
6E475,-0.30158730158730157
6E476,-4.066246056782335
6E477,0.10250000000000001
6E478,-0.732685297691373
6E482,-0.37625
6E483,0.3389830508474576
6E484,0.3166144200626959
6E485,-0.38473767885532595
6E486,2.538243626062323
6E487,0.31147540983606553
6E488,-13.092948717948719
6E489,-5.0705521472392645
6E491,-0.5786666666666667
